Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-15 00:00:00+05:30,1396.4084502579112,1398.1518117936007,1371.2642769514162,1376.7025146484375,444450,0.0,0.0
2015-04-16 00:00:00+05:30,1408.5597617481465,1408.5597617481465,1364.6723913320195,1373.623291015625,1081000,0.0,0.0
2015-04-17 00:00:00+05:30,1374.7333792399545,1376.9017284185663,1318.3519596626304,1327.992431640625,575680,0.0,0.0
2015-04-20 00:00:00+05:30,1327.897205745789,1327.897205745789,1268.9181005918285,1280.366943359375,902330,0.0,0.0
2015-04-21 00:00:00+05:30,1292.3360807534045,1296.5600206212127,1226.0713102025763,1241.1890869140625,904210,0.0,0.0
2015-04-22 00:00:00+05:30,1248.969278810409,1255.0363163151283,1219.5101129316479,1246.0333251953125,1109130,0.0,0.0
2015-04-23 00:00:00+05:30,1258.509940373898,1287.6568748783725,1253.392614823556,1279.0701904296875,475210,0.0,0.0
2015-04-24 00:00:00+05:30,1278.6323962178828,1288.7803362403274,1256.8102012819322,1276.7677001953125,1226260,0.0,0.0
2015-04-27 00:00:00+05:30,1262.4129972420847,1307.0809940527804,1205.6109258843849,1281.15185546875,982640,0.0,0.0
2015-04-28 00:00:00+05:30,1279.3262219600188,1323.1268824406839,1272.4395946774143,1316.1925048828125,487630,0.0,0.0
2015-04-29 00:00:00+05:30,1319.2237352692275,1338.7258564809053,1310.7715137973823,1321.6610107421875,384040,0.0,0.0
2015-04-30 00:00:00+05:30,1318.5297689087506,1331.1061945522583,1309.6829463238892,1317.6278076171875,635740,0.0,0.0
2015-05-04 00:00:00+05:30,1339.3114833700347,1344.37237732897,1327.1036119025218,1330.0308837890625,260220,0.0,0.0
2015-05-05 00:00:00+05:30,1329.8919993646837,1363.605489141978,1319.3103915385777,1349.1903076171875,323440,0.0,0.0
2015-05-06 00:00:00+05:30,1346.111142320627,1361.619179561285,1301.0094803356576,1307.9742431640625,465440,0.0,0.0
2015-05-07 00:00:00+05:30,1307.514590036664,1310.8972360219948,1257.2045467998978,1284.2655029296875,750550,0.0,0.0
2015-05-08 00:00:00+05:30,1294.938227563015,1378.2028423292907,1274.989413608595,1368.7618408203125,1368920,0.0,0.0
2015-05-11 00:00:00+05:30,1385.1414463923759,1471.4417431463153,1382.3660018121655,1463.3408203125,2452730,0.0,0.0
2015-05-12 00:00:00+05:30,1470.1407736923927,1500.4976628246839,1439.7838845601013,1488.2291259765625,1304850,0.0,0.0
2015-05-13 00:00:00+05:30,1513.941510736348,1589.8424195814484,1510.558864587202,1568.978515625,3417440,0.0,0.0
2015-05-14 00:00:00+05:30,1561.2115647235287,1602.6704475150943,1535.2780847786676,1576.48974609375,1784400,0.0,0.0
2015-05-15 00:00:00+05:30,1576.5634780159721,1630.1520960455125,1576.5634780159721,1623.83349609375,1506160,0.0,0.0
2015-05-18 00:00:00+05:30,1624.033218157772,1661.3894992851133,1586.7982714393706,1613.0570068359375,1626570,0.0,0.0
2015-05-19 00:00:00+05:30,1614.5531738381148,1635.7726141889216,1567.8035335009263,1583.025390625,1045160,0.0,0.0
