Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-15 00:00:00+05:30,719.0989497059664,733.2135584440832,710.9482550260901,717.6079711914062,5041804,0.0,0.0
2015-04-16 00:00:00+05:30,717.1606426437277,718.8255564649693,699.7658938616553,704.9346313476562,1456492,0.0,0.0
2015-04-17 00:00:00+05:30,702.2508433244255,706.4007211708254,682.0480733839204,689.1054077148438,1171412,0.0,0.0
2015-04-20 00:00:00+05:30,686.8938103375626,689.3042135421907,676.0096547178625,681.3275146484375,2429584,0.0,0.0
2015-04-21 00:00:00+05:30,681.3275197221838,685.7507682826263,669.1760079689869,672.4313354492188,1987334,0.0,0.0
2015-04-22 00:00:00+05:30,673.4004920886227,686.322307229589,648.1036025201931,677.028564453125,1699618,0.0,0.0
2015-04-23 00:00:00+05:30,680.383194297862,689.7266839067995,670.1699672236058,684.6325073242188,1011246,0.0,0.0
2015-04-24 00:00:00+05:30,683.8621314292893,690.5715346082831,664.0072922149765,680.0104370117188,1692720,0.0,0.0
2015-04-27 00:00:00+05:30,680.2838658502131,687.8381332194979,658.515553840921,664.4049072265625,1189048,0.0,0.0
2015-04-28 00:00:00+05:30,662.1186431776792,677.1526750456655,652.5515319889606,666.9891967773438,1947616,0.0,0.0
2015-04-29 00:00:00+05:30,665.4734330470338,665.4734330470338,651.1103273995587,660.901123046875,1226298,0.0,0.0
2015-04-30 00:00:00+05:30,656.0304922092143,665.7715388993137,644.7487799816307,662.4417114257812,4313068,0.0,0.0
2015-05-04 00:00:00+05:30,649.2465101869813,666.7655057944379,649.2465101869813,665.3739624023438,1275432,0.0,0.0
2015-05-05 00:00:00+05:30,669.8717609409988,710.4263629579867,666.9892389830965,707.3450317382812,6681372,0.0,0.0
2015-05-06 00:00:00+05:30,710.9731114008791,713.1350180600591,667.3868041660077,671.5366821289062,4703840,0.0,0.0
2015-05-07 00:00:00+05:30,671.9342634266618,671.9342634266618,642.1146955231117,650.1659545898438,2909284,0.0,0.0
2015-05-08 00:00:00+05:30,654.5394824237113,671.4372367155916,653.5454968771302,660.7518920898438,2174128,0.0,0.0
2015-05-11 00:00:00+05:30,663.4356977365461,671.536643937645,658.0433380154947,665.4982299804688,1419012,0.0,0.0
2015-05-12 00:00:00+05:30,663.7339271617349,663.7339271617349,650.066624281205,655.458984375,1370796,0.0,0.0
2015-05-13 00:00:00+05:30,657.0742684659498,671.5616229182075,651.557659682346,666.7159423828125,1818170,0.0,0.0
2015-05-14 00:00:00+05:30,662.1933041549015,662.8891062981455,653.5456161873251,659.41015625,1692246,0.0,0.0
2015-05-15 00:00:00+05:30,662.9884517339513,671.8349485955309,660.0064946796756,668.2317504882812,1562252,0.0,0.0
2015-05-18 00:00:00+05:30,664.7775855859389,680.0849887480247,663.4854163842725,678.0721435546875,1048270,0.0,0.0
2015-05-19 00:00:00+05:30,677.8981504837168,692.5843113688263,676.9538520701047,684.5081787109375,1568460,0.0,0.0
2015-05-20 00:00:00+05:30,686.5955278541578,693.8019231881319,685.3530459000243,688.2107543945312,1066220,0.0,0.0
2015-05-21 00:00:00+05:30,686.5210389507372,696.2869602701531,679.8861967520126,694.5474853515625,1083812,0.0,0.0
2015-05-22 00:00:00+05:30,692.5097934207183,697.405160464425,684.8809659226704,689.4781494140625,887516,0.0,0.0
2015-05-25 00:00:00+05:30,688.3351587806249,693.0069041218491,674.9163506311108,683.4149169921875,1237058,0.0,0.0
2015-05-26 00:00:00+05:30,682.3462284020685,690.2236126769398,677.0533037103086,687.0428466796875,761044,0.0,0.0
2015-05-27 00:00:00+05:30,683.3155369404725,687.3908543733043,680.1347703092471,683.1416015625,1303186,0.0,0.0
2015-05-28 00:00:00+05:30,683.365143155912,688.3599453785706,678.1218445175605,679.9607543945312,3195610,0.0,0.0
2015-05-29 00:00:00+05:30,674.4688850270596,698.2748511611117,674.4688850270596,695.4420166015625,1312368,0.0,0.0
2015-06-01 00:00:00+05:30,695.7900883200952,700.7600175223815,689.3291803571228,692.1868896484375,1002462,0.0,0.0
2015-06-02 00:00:00+05:30,691.0934663019293,692.9820028252736,672.1083020842306,675.5624389648438,1474098,0.0,0.0
2015-06-03 00:00:00+05:30,677.7988609827729,677.7988609827729,663.9824357324882,668.927490234375,1610798,0.0,0.0
2015-06-04 00:00:00+05:30,670.9652445750796,680.8802280076694,665.9704419929029,678.395263671875,1451878,0.0,0.0
2015-06-05 00:00:00+05:30,674.4689360168999,678.8921841968914,670.9899863175015,674.09619140625,1067676,0.0,0.0
2015-06-08 00:00:00+05:30,675.9102614227578,676.8545599510068,667.0140774660058,672.3567504882812,709838,0.0,0.0
2015-06-09 00:00:00+05:30,670.4434020945522,678.320727190884,658.6895082266624,661.47265625,983554,0.0,0.0
2015-06-10 00:00:00+05:30,661.4725851243201,668.9274776002758,658.5403759515671,663.28662109375,838304,0.0,0.0
2015-06-11 00:00:00+05:30,665.0261108746425,667.8590064796908,631.6779032534897,636.59814453125,1574396,0.0,0.0
2015-06-12 00:00:00+05:30,632.2743254367084,655.8814875267392,628.2983823478612,651.6073608398438,1578962,0.0,0.0
2015-06-15 00:00:00+05:30,652.5267017708054,653.5206874154043,625.2169704526796,640.9716186523438,1959250,0.0,0.0
2015-06-16 00:00:00+05:30,629.6898401879342,643.9535084332534,627.3042506224439,640.6982421875,1224088,0.0,0.0
2015-06-17 00:00:00+05:30,644.2271045710972,647.0848140031388,636.3994656920271,643.6307373046875,1671708,0.0,0.0
2015-06-18 00:00:00+05:30,645.8188429130557,653.7016448908062,641.3179058349963,650.2202758789062,2018224,0.45,0.0
2015-06-19 00:00:00+05:30,650.7673269023884,665.4388103900616,627.8897594300843,660.5400390625,860144,0.0,0.0
2015-06-22 00:00:00+05:30,664.9165396789346,683.1688951128602,660.6146111512992,675.3358154296875,1245476,0.0,0.0
2015-06-23 00:00:00+05:30,676.0818441845431,688.6147477858838,670.262948383006,686.55078125,1480000,0.0,0.0
2015-06-24 00:00:00+05:30,686.3270695627858,693.7871464058595,679.4637745830536,688.2169799804688,1178136,0.0,0.0
2015-06-25 00:00:00+05:30,683.8404506881838,703.3360959800599,680.9558630484466,699.5563354492188,2672836,0.0,0.0
