Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-15 00:00:00+05:30,263.40420809549727,266.67245824720754,259.01896949459535,260.6324157714844,11297754,0.0,0.0
2015-04-16 00:00:00+05:30,261.37708157959696,261.4598245530458,256.61951337109383,258.56390380859375,9682703,0.0,0.0
2015-04-17 00:00:00+05:30,259.8463751990913,260.5910341760146,255.04742167220274,256.578125,11639567,0.0,0.0
2015-04-20 00:00:00+05:30,258.89485969677145,262.78364033135585,255.08879425510315,257.4468994140625,11663690,0.0,0.0
2015-04-21 00:00:00+05:30,257.32276999786626,261.95623732807684,256.454010497124,257.19866943359375,9953639,0.0,0.0
2015-04-22 00:00:00+05:30,259.1844471676475,260.63240745577224,251.0345008473693,258.93621826171875,12256206,0.0,0.0
2015-04-23 00:00:00+05:30,260.01183762080717,261.3770548801284,256.28851529762045,258.02606201171875,10352840,0.0,0.0
2015-04-24 00:00:00+05:30,258.5225335617167,258.6052765400073,254.09593698798474,255.0474395751953,13482295,0.0,0.0
2015-04-27 00:00:00+05:30,257.0745898396216,258.5225224589707,245.4909066814728,250.12437438964844,24819034,0.0,0.0
2015-04-28 00:00:00+05:30,252.85473724822558,271.8850327364765,252.85473724822558,270.43707275390625,37447522,0.0,0.0
2015-04-29 00:00:00+05:30,271.2231513427531,277.01499200849065,268.98914692798104,273.16754150390625,24501414,0.0,0.0
2015-04-30 00:00:00+05:30,273.8708640351568,276.0221256551167,269.0719107620094,273.9949645996094,20787994,0.0,0.0
2015-05-04 00:00:00+05:30,275.3187988376223,278.75253448238567,269.89928769286524,272.4642639160156,11308400,0.0,0.0
2015-05-05 00:00:00+05:30,272.464379455222,273.7882118329824,270.64408910423157,271.7610778808594,10109107,0.0,0.0
2015-05-06 00:00:00+05:30,270.47853637199677,279.6627288562681,256.6195185581783,258.2743225097656,19967506,0.0,0.0
2015-05-07 00:00:00+05:30,258.31566073603267,258.97757671194023,248.71778187141192,252.0273895263672,16086181,0.0,0.0
2015-05-08 00:00:00+05:30,256.49536000378606,263.85926171907994,256.49536000378606,262.2872009277344,15672276,0.0,0.0
2015-05-11 00:00:00+05:30,264.8108089631298,269.5683770135216,264.0247646291985,267.66534423828125,9605442,0.0,0.0
2015-05-12 00:00:00+05:30,267.7066849374984,268.0790143944322,254.01315467017304,255.00604248046875,13692241,0.0,0.0
2015-05-13 00:00:00+05:30,259.10172001014035,264.06613177915295,253.59946502441937,262.8250427246094,15431501,0.0,0.0
2015-05-14 00:00:00+05:30,262.8663654541241,263.0732089732067,257.52962489913324,260.59100341796875,11672149,0.0,0.0
2015-05-15 00:00:00+05:30,260.8806091849654,261.83213943883374,256.9504431547866,258.4397888183594,12014773,0.0,0.0
2015-05-18 00:00:00+05:30,260.63238063807074,262.2044413296943,258.89483402618896,261.6666259765625,7629436,0.0,0.0
2015-05-19 00:00:00+05:30,259.76365365300745,263.8593061393312,258.1502072196439,260.9220275878906,9064851,0.0,0.0
2015-05-20 00:00:00+05:30,261.66668009440065,265.59684652400296,261.66668009440065,263.7351989746094,7555070,0.0,0.0
2015-05-21 00:00:00+05:30,264.9348711776378,265.4313011545469,258.72934370149665,259.4326171875,11132704,0.0,0.0
