Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-15 00:00:00+05:30,3323.775760061625,3391.0697152584953,3319.592533499721,3346.737548828125,232802,0.0,0.0
2015-04-16 00:00:00+05:30,3343.1006894073676,3381.7037389899597,3330.369398104626,3344.60107421875,206305,0.0,0.0
2015-04-17 00:00:00+05:30,3333.9154194754274,3349.1474980220555,3306.8161379426406,3316.319091796875,99056,0.0,0.0
2015-04-20 00:00:00+05:30,3298.313967322826,3317.774567488179,3259.7564293814103,3281.081298828125,175033,0.0,0.0
2015-04-21 00:00:00+05:30,3278.3068721444993,3280.3529721340483,3155.540872771543,3173.86474609375,482786,0.0,0.0
2015-04-22 00:00:00+05:30,3174.683980648532,3190.188919313646,3079.2448078795705,3149.13037109375,422446,0.0,0.0
2015-04-23 00:00:00+05:30,3173.7289474164077,3215.151156161981,3164.6351681974493,3177.775634765625,234616,0.0,0.0
2015-04-24 00:00:00+05:30,3170.091257884728,3241.932109684181,3122.8946351925324,3220.470703125,332449,0.0,0.0
2015-04-27 00:00:00+05:30,3240.2947420393157,3350.1476182235815,3201.191498938443,3317.773681640625,1804129,0.0,0.0
2015-04-28 00:00:00+05:30,3331.9603330572118,3490.919620423963,3328.322821776582,3476.187744140625,1129937,0.0,0.0
2015-04-29 00:00:00+05:30,3491.101928679847,3522.020778790583,3407.120786704982,3424.899169921875,703698,0.0,0.0
2015-04-30 00:00:00+05:30,3419.2607313164294,3449.2702005008555,3373.7463253168344,3388.20556640625,592304,0.0,0.0
2015-05-04 00:00:00+05:30,3452.9076800523712,3492.0109274166725,3389.023886393251,3417.214599609375,478823,0.0,0.0
2015-05-05 00:00:00+05:30,3412.895046791286,3460.1826946551673,3397.935825668331,3449.315673828125,458196,0.0,0.0
2015-05-06 00:00:00+05:30,3444.723435706188,3444.723435706188,3295.1762866031004,3305.179443359375,430929,0.0,0.0
2015-05-07 00:00:00+05:30,3297.404581157189,3297.404581157189,3201.0105145265597,3222.471923828125,469950,0.0,0.0
2015-05-08 00:00:00+05:30,3238.7037067058154,3291.9478243453345,3238.7037067058154,3283.354248046875,495595,0.0,0.0
2015-05-11 00:00:00+05:30,3304.5884188335767,3341.4182255314554,3288.4469603425314,3320.775390625,288810,0.0,0.0
2015-05-12 00:00:00+05:30,3319.2295660309824,3321.912186619485,3232.838659517847,3253.254150390625,332314,0.0,0.0
2015-05-13 00:00:00+05:30,3291.948278849623,3302.860814580616,3223.1992149379225,3277.4892578125,337505,0.0,0.0
2015-05-14 00:00:00+05:30,3278.2616920020373,3322.412031777582,3230.1101784245166,3316.04638671875,287801,0.0,0.0
2015-05-15 00:00:00+05:30,3310.135510949985,3350.1481380054242,3297.4042205232545,3338.508056640625,208258,0.0,0.0
2015-05-18 00:00:00+05:30,3341.9638394440017,3370.5182171841066,3321.0481473876175,3362.515869140625,183483,0.0,0.0
2015-05-19 00:00:00+05:30,3360.151722522678,3391.8889260345118,3351.0579424887874,3370.8369140625,175567,0.0,0.0
2015-05-20 00:00:00+05:30,3371.15469521048,3410.1214026267726,3371.0636686196253,3375.51953125,218115,0.0,0.0
2015-05-21 00:00:00+05:30,3375.5196962354785,3391.8884982319637,3356.9229628149105,3362.970458984375,198709,0.0,0.0
2015-05-22 00:00:00+05:30,3367.426265483598,3390.888259022509,3359.787580152828,3367.01708984375,135158,0.0,0.0
2015-05-25 00:00:00+05:30,3361.2425339465685,3380.1576385818285,3347.4200343340626,3358.105224609375,81113,0.0,0.0
2015-05-26 00:00:00+05:30,3361.060465990227,3391.9793122682754,3339.2353980292514,3388.7509765625,252919,0.0,0.0
2015-05-27 00:00:00+05:30,3364.6982381388875,3410.1671332488722,3363.7888602366875,3384.613525390625,283565,0.0,0.0
2015-05-28 00:00:00+05:30,3388.341954338876,3400.1183533894136,3361.1061314494327,3372.79150390625,317937,0.0,0.0
2015-05-29 00:00:00+05:30,3382.8855130264765,3445.5870697316427,3358.37782501677,3442.631591796875,432656,0.0,0.0
2015-06-01 00:00:00+05:30,3442.813425291838,3545.61863300333,3432.355580284804,3530.977783203125,571376,0.0,0.0
2015-06-02 00:00:00+05:30,3528.3862848453496,3535.0247879803646,3469.322234093747,3484.1904296875,329350,0.0,0.0
2015-06-03 00:00:00+05:30,3460.182849191971,3473.8235174542256,3411.985821332004,3434.902099609375,277700,0.0,0.0
2015-06-04 00:00:00+05:30,3454.726684442785,3467.457975198826,3407.439033063205,3430.218994140625,193996,0.0,0.0
2015-06-05 00:00:00+05:30,3427.4455903992457,3455.545281041818,3411.076786836713,3418.760986328125,253728,0.0,0.0
2015-06-08 00:00:00+05:30,3442.904970384467,3459.7739760134227,3379.248512928864,3386.06884765625,303682,0.0,0.0
2015-06-09 00:00:00+05:30,3373.7917439434805,3389.2056537342937,3342.691066610073,3357.69580078125,209963,0.0,0.0
2015-06-10 00:00:00+05:30,3367.380638463822,3409.1665059356637,3359.378069044274,3403.39208984375,239272,0.0,0.0
2015-06-11 00:00:00+05:30,3412.0313141719525,3436.4934903024946,3356.8321213382023,3365.97119140625,226654,0.0,0.0
2015-06-12 00:00:00+05:30,3365.6988257472076,3414.7142085359974,3360.6062204113923,3398.16357421875,173412,0.0,0.0
